station_name|primary_station_id|report_id|observation_id|longitude|latitude|height_of_station_above_sea_level|report_timestamp|report_meaning_of_time_stamp|report_duration|observed_variable|units|observation_value|quality_flag|source_id|data_policy_licence|platform_type|report_type|value_significance
null|MASKSTID|ICOADS-302-RJEVIC|ICOADS-302-RJEVIC-SST|121.7|8.6|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|301.65|0|2|0|2|0|2
MIN LU|VRFI7|ICOADS-302-RJEVID|ICOADS-302-RJEVID-SST|121.7|8.6|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|301.65|0|2|0|2|0|2
KYTHIRA I|D5JG3|ICOADS-302-RJEVIY|ICOADS-302-RJEVIY-SST|97.1|5.6|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|273.45|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVIZ|ICOADS-302-RJEVIZ-SST|97.1|5.6|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|273.45|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVJH|ICOADS-302-RJEVJH-SST|105.2|3.1|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|303.15|0|2|0|2|0|2
APL SINGAPURA|S6LT3|ICOADS-302-RJEVJI|ICOADS-302-RJEVJI-SST|105.2|3.1|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|303.15|0|2|0|2|0|2
ASIA EXCELLENCE|C6AX5|ICOADS-302-RJEVJJ|ICOADS-302-RJEVJJ-SST|127.4|2.6|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|303.15|0|2|0|2|0|2
ALAM KEKAL|9V9631|ICOADS-302-RJEVJK|ICOADS-302-RJEVJK-SST|127.3|2.5|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|297.15|2|2|0|2|0|2
SOL DO BRASIL|ELQQ4|ICOADS-302-RJEVKI|ICOADS-302-RJEVKI-SST|-38.7|-0.4|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|301.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVKJ|ICOADS-302-RJEVKJ-SST|-38.7|-0.4|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|301.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVKL|ICOADS-302-RJEVKL-SST|3.0|-0.8|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|300.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVKM|ICOADS-302-RJEVKM-SST|152.0|-1.4|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|304.15|0|2|0|2|0|2
OTAGO BAY|VRQK3|ICOADS-302-RJEVKN|ICOADS-302-RJEVKN-SST|152.0|-1.4|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|304.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVKY|ICOADS-302-RJEVKY-SST|118.2|-2.2|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|301.75|0|2|0|2|0|2
DAPENG STAR|VRFT7|ICOADS-302-RJEVKZ|ICOADS-302-RJEVKZ-SST|118.2|-2.2|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|301.75|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVLY|ICOADS-302-RJEVLY-SST|152.0|-11.9|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
MAERSK SEMAKAU|S6CH6|ICOADS-302-RJEVLZ|ICOADS-302-RJEVLZ-SST|152.0|-11.9|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVM6|ICOADS-302-RJEVM6-SST|10.0|-15.1|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|296.15|0|2|0|2|0|2
MAERSK CASABLANCA|VRJU9|ICOADS-302-RJEVM7|ICOADS-302-RJEVM7-SST|10.0|-15.1|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|296.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVM8|ICOADS-302-RJEVM8-SST|147.0|-18.1|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|300.35|0|2|0|2|0|2
FALKOR (AWS)|ZCYL5|ICOADS-302-RJEVM9|ICOADS-302-RJEVM9-SST|147.0|-18.1|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|300.35|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVMC|ICOADS-302-RJEVMC-SST|-36.7|-18.5|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|297.15|0|2|0|2|0|2
OTAGO HARBOUR|VRNI7|ICOADS-302-RJEVMD|ICOADS-302-RJEVMD-SST|-36.7|-18.5|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|297.15|0|2|0|2|0|2
CAPE AZALEA|9V9450|ICOADS-302-RJEVME|ICOADS-302-RJEVME-SST|118.5|-19.9|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVMF|ICOADS-302-RJEVMF-SST|118.5|-19.9|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
KN ARCADIA|9V3913|ICOADS-302-RJEVMG|ICOADS-302-RJEVMG-SST|118.6|-20.1|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|301.15|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVMH|ICOADS-302-RJEVMH-SST|118.6|-20.1|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|301.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVMM|ICOADS-302-RJEVMM-SST|51.8|-23.5|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|298.15|0|2|0|2|0|2
null|TBWUK34|ICOADS-302-RJEVMN|ICOADS-302-RJEVMN-SST|51.8|-23.5|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|298.15|0|2|0|2|0|2
SONANGOL BENGUELA|C6YM7|ICOADS-302-RJEVMR|ICOADS-302-RJEVMR-SST|52.2|-25.9|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|294.15|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVMS|ICOADS-302-RJEVMS-SST|52.2|-25.9|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|294.15|1|2|0|2|0|2
STAR LOFOTEN|LAQL7|ICOADS-302-RJEVMW|ICOADS-302-RJEVMW-SST|-29.5|-29.9|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|289.65|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVMX|ICOADS-302-RJEVMX-SST|-29.5|-29.9|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|289.65|1|2|0|2|0|2
AM TUBARAO|A8ZA9|ICOADS-302-RJEVN7|ICOADS-302-RJEVN7-SST|-48.9|-34.1|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|291.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVN8|ICOADS-302-RJEVN8-SST|-48.9|-34.1|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|291.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVNA|ICOADS-302-RJEVNA-SST|16.2|-34.6|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|290.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVND|ICOADS-302-RJEVND-SST|2.0|-35.5|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|297.15|1|2|0|2|0|2
MAERSK LEBU|VRJH7|ICOADS-302-RJEVNE|ICOADS-302-RJEVNE-SST|2.0|-35.5|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|297.15|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVNJ|ICOADS-302-RJEVNJ-SST|146.4|-41.2|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|288.05|0|2|0|2|0|2
SPIRIT OF TASMANIA II|VNSZ|ICOADS-302-RJEVNK|ICOADS-302-RJEVNK-SST|146.4|-41.2|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|288.05|0|2|0|2|0|2
RIO BRAVO|9V8092|ICOADS-302-RJEVNO|ICOADS-302-RJEVNO-SST|174.2|-42.6|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|289.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVNP|ICOADS-302-RJEVNP-SST|174.2|-42.6|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|289.15|0|2|0|2|0|2
MAERSK INVERNESS|9V2005|ICOADS-302-RJEVNQ|ICOADS-302-RJEVNQ-SST|174.3|-43.1|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|287.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVNR|ICOADS-302-RJEVNR-SST|174.3|-43.1|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|287.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVNV|ICOADS-302-RJEVNV-SST|153.5|-48.5|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|282.05|0|2|0|2|0|2
R.V. INVESTIGATOR|VLMJ|ICOADS-302-RJEVNW|ICOADS-302-RJEVNW-SST|153.5|-48.5|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|282.05|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEVNX|ICOADS-302-RJEVNX-SST|-76.5|-50.9|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|283.55|0|2|0|2|0|2
NATHANIEL B. PALMER (AWS)|WBP3210|ICOADS-302-RJEVNY|ICOADS-302-RJEVNY-SST|-76.5|-50.9|0.0|2020-11-01 00:00:00+00:00|2|8|95|5|283.55|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEZS6|ICOADS-302-RJEZS6-SST|-137.7|69.8|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|272.05|0|2|0|2|0|2
SIKULIAQ (AWS)|WDG7520|ICOADS-302-RJEZS7|ICOADS-302-RJEZS7-SST|-137.7|69.8|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|272.05|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEZS8|ICOADS-302-RJEZS8-SST|-137.7|69.7|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|271.95|2|2|0|2|0|2
SIKULIAQ (AWS)|WDG7520|ICOADS-302-RJEZS9|ICOADS-302-RJEZS9-SST|-137.7|69.7|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|271.95|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJEZVU|ICOADS-302-RJEZVU-SST|19.0|58.5|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|284.45|0|2|0|2|0|2
TRANSPAPER|SKEC|ICOADS-302-RJEZVV|ICOADS-302-RJEZVV-SST|19.0|58.5|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|284.45|0|2|0|2|0|2
DENEB|DBBA|ICOADS-302-RJF00N|ICOADS-302-RJF00N-SST|12.1|54.1|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|285.55|2|2|0|2|0|2
DENEB|DBBA|ICOADS-302-RJF00O|ICOADS-302-RJF00O-SST|12.1|54.1|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|285.55|2|2|0|2|0|2
ELISABETH MANN BORGESE|DBKR|ICOADS-302-RJF00P|ICOADS-302-RJF00P-SST|12.1|54.1|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|285.65|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF00Q|ICOADS-302-RJF00Q-SST|12.1|54.1|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|285.65|0|2|0|2|0|2
ELBE|DBEA|ICOADS-302-RJF00Y|ICOADS-302-RJF00Y-SST|8.2|54.0|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|287.05|2|2|0|2|0|2
ELBE|DBEA|ICOADS-302-RJF00Z|ICOADS-302-RJF00Z-SST|8.2|54.0|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|287.05|2|2|0|2|0|2
NEUWERK|DBJM|ICOADS-302-RJF015|ICOADS-302-RJF015-SST|9.0|53.9|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|284.55|2|2|0|2|0|2
NEUWERK|DBJM|ICOADS-302-RJF016|ICOADS-302-RJF016-SST|9.0|53.9|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|284.55|2|2|0|2|0|2
SEEFALKE|DBFI|ICOADS-302-RJF01F|ICOADS-302-RJF01F-SST|7.5|53.8|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|285.35|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF01G|ICOADS-302-RJF01G-SST|7.5|53.8|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|285.35|0|2|0|2|0|2
MEERKATZE|DBFX|ICOADS-302-RJF01H|ICOADS-302-RJF01H-SST|7.6|53.8|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|284.95|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF01I|ICOADS-302-RJF01I-SST|7.6|53.8|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|284.95|0|2|0|2|0|2
HEINCKE|DBCK|ICOADS-302-RJF027|ICOADS-302-RJF027-SST|8.6|53.5|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|285.05|2|2|0|2|0|2
HEINCKE|DBCK|ICOADS-302-RJF028|ICOADS-302-RJF028-SST|8.6|53.5|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|285.05|2|2|0|2|0|2
YM UNICORN|BLHI|ICOADS-302-RJF03H|ICOADS-302-RJF03H-SST|-170.9|51.4|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|282.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF03I|ICOADS-302-RJF03I-SST|-170.9|51.4|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|282.15|0|2|0|2|0|2
null|6200304|ICOADS-302-RJF03P|ICOADS-302-RJF03P-SST|1.8|51.2|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|287.75|0|2|0|33|0|2
null|6200304|ICOADS-302-RJF03Q|ICOADS-302-RJF03Q-SST|1.8|51.2|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|287.75|2|2|0|33|0|2
null|6200107|ICOADS-302-RJF03Z|ICOADS-302-RJF03Z-SST|-6.1|50.1|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|286.25|0|2|0|33|0|2
null|6200107|ICOADS-302-RJF040|ICOADS-302-RJF040-SST|-6.1|50.1|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|286.25|2|2|0|33|0|2
VOLENDAM|PCHM|ICOADS-302-RJF042|ICOADS-302-RJF042-SST|-0.2|50.0|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|288.15|0|2|0|2|0|2
null|SHIP|ICOADS-302-RJF046|ICOADS-302-RJF046-SST|-14.2|49.9|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|287.95|0|2|0|2|0|2
null|6200103|ICOADS-302-RJF047|ICOADS-302-RJF047-SST|-2.9|49.9|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|287.65|0|2|0|33|0|2
null|6200103|ICOADS-302-RJF048|ICOADS-302-RJF048-SST|-2.9|49.9|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|287.65|2|2|0|33|0|2
null|MASKSTID|ICOADS-302-RJF04C|ICOADS-302-RJF04C-SST|-0.9|49.5|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|290.15|0|2|0|2|0|2
ZAANDAM|PDAN|ICOADS-302-RJF04D|ICOADS-302-RJF04D-SST|-0.9|49.5|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|290.15|0|2|0|2|0|2
STAR KILIMANJARO|LAIG7|ICOADS-302-RJF04H|ICOADS-302-RJF04H-SST|160.4|49.2|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|281.25|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF04I|ICOADS-302-RJF04I-SST|160.4|49.2|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|281.25|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF04P|ICOADS-302-RJF04P-SST|155.7|48.8|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|279.15|0|2|0|2|0|2
IWAGI ISLAND|VRSG9|ICOADS-302-RJF04Q|ICOADS-302-RJF04Q-SST|155.7|48.8|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|279.15|0|2|0|2|0|2
MAERSK IDAHO|WKPM|ICOADS-302-RJF05D|ICOADS-302-RJF05D-SST|-7.2|48.2|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|288.75|0|2|0|2|0|2
null|SHIP|ICOADS-302-RJF063|ICOADS-302-RJF063-SST|-61.9|47.4|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|287.65|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF06J|ICOADS-302-RJF06J-SST|-91.5|47.1|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|277.55|0|2|0|2|0|2
MESABI MINER (AWS)|WYQ4356|ICOADS-302-RJF06K|ICOADS-302-RJF06K-SST|-91.5|47.1|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|277.55|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF084|ICOADS-302-RJF084-SST|-84.0|46.1|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|280.25|0|2|0|2|0|2
HON. JAMES L. OBERSTAR (AWS)|WL3108|ICOADS-302-RJF085|ICOADS-302-RJF085-SST|-84.0|46.1|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|280.25|0|2|0|2|0|2
SBI SWING|D5LW6|ICOADS-302-RJF08C|ICOADS-302-RJF08C-SST|-8.2|45.9|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|291.15|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF08D|ICOADS-302-RJF08D-SST|-8.2|45.9|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|291.15|1|2|0|2|0|2
METEOR|DBBH|ICOADS-302-RJF092|ICOADS-302-RJF092-SST|-8.4|45.1|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|289.35|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF093|ICOADS-302-RJF093-SST|-8.4|45.1|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|289.35|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF099|ICOADS-302-RJF099-SST|170.4|45.0|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|287.15|0|2|0|2|0|2
GUNVOR MAERSK|OYGC2|ICOADS-302-RJF09A|ICOADS-302-RJF09A-SST|170.4|45.0|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|287.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0A9|ICOADS-302-RJF0A9-SST|-82.6|44.0|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|315.75|1|2|0|2|0|2
PAUL R. TREGURTHA (AWS)|WYR4481|ICOADS-302-RJF0AA|ICOADS-302-RJF0AA-SST|-82.6|44.0|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|315.75|1|2|0|2|0|2
ATLANTIC MAYA|9V3071|ICOADS-302-RJF0AE|ICOADS-302-RJF0AE-SST|172.2|43.9|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|282.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0AF|ICOADS-302-RJF0AF-SST|172.2|43.9|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|282.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0BE|ICOADS-302-RJF0BE-SST|-3.0|43.3|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|293.15|1|2|0|2|0|2
STI OXFORD|V7DJ5|ICOADS-302-RJF0BF|ICOADS-302-RJF0BF-SST|-3.0|43.3|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|293.15|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0D0|ICOADS-302-RJF0D0-SST|-83.1|42.3|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|285.25|0|2|0|2|0|2
KAYE E. BARKER (AWS)|WCF3012|ICOADS-302-RJF0D1|ICOADS-302-RJF0D1-SST|-83.1|42.3|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|285.25|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0DW|ICOADS-302-RJF0DW-SST|148.2|41.7|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|283.15|0|2|0|2|0|2
ANNA MAERSK|OXBA2|ICOADS-302-RJF0DX|ICOADS-302-RJF0DX-SST|148.2|41.7|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|283.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0DY|ICOADS-302-RJF0DY-SST|-87.4|41.7|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|281.35|0|2|0|2|0|2
JAMES R. BARKER (AWS)|WYP8657|ICOADS-302-RJF0DZ|ICOADS-302-RJF0DZ-SST|-87.4|41.7|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|281.35|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0E1|ICOADS-302-RJF0E1-SST|-83.5|41.7|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|283.15|0|2|0|2|0|2
HERBERT C. JACKSON (AWS)|WL3972|ICOADS-302-RJF0E2|ICOADS-302-RJF0E2-SST|-83.5|41.7|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|283.15|0|2|0|2|0|2
SBI HERCULES|D5KQ3|ICOADS-302-RJF0FQ|ICOADS-302-RJF0FQ-SST|27.4|40.6|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|285.15|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0FR|ICOADS-302-RJF0FR-SST|27.4|40.6|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|285.15|1|2|0|2|0|2
KEIFU MARU|JPBN|ICOADS-302-RJF0FU|ICOADS-302-RJF0FU-SST|137.6|40.5|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|288.05|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0FV|ICOADS-302-RJF0FV-SST|137.6|40.5|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|288.05|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0G1|ICOADS-302-RJF0G1-SST|-70.9|40.4|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|291.95|0|2|0|2|0|2
NEIL ARMSTRONG (AWS)|WARL|ICOADS-302-RJF0G2|ICOADS-302-RJF0G2-SST|-70.9|40.4|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|291.95|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0GG|ICOADS-302-RJF0GG-SST|-142.0|39.6|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|292.15|0|2|0|2|0|2
STI GRAMERCY|V7BN9|ICOADS-302-RJF0GH|ICOADS-302-RJF0GH-SST|-142.0|39.6|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|292.15|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0I4|ICOADS-302-RJF0I4-SST|-0.2|37.9|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|292.15|0|2|0|2|0|2
MAERSK NORFOLK|OZDK2|ICOADS-302-RJF0I5|ICOADS-302-RJF0I5-SST|-0.2|37.9|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|292.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0IS|ICOADS-302-RJF0IS-SST|7.8|37.6|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|295.15|0|2|0|2|0|2
EVELYN MAERSK|OXHV2|ICOADS-302-RJF0IT|ICOADS-302-RJF0IT-SST|7.8|37.6|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|295.15|0|2|0|2|0|2
CMA CGM T. JEFFERSON|9HA4970|ICOADS-302-RJF0IU|ICOADS-302-RJF0IU-SST|-153.2|37.6|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|295.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0IV|ICOADS-302-RJF0IV-SST|-153.2|37.6|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|295.15|0|2|0|2|0|2
MAERSK HERRERA|9V7989|ICOADS-302-RJF0J5|ICOADS-302-RJF0J5-SST|4.4|37.4|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|291.65|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0J6|ICOADS-302-RJF0J6-SST|4.4|37.4|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|291.65|0|2|0|2|0|2
MAERSK BRANI|9V8208|ICOADS-302-RJF0K7|ICOADS-302-RJF0K7-SST|-32.9|36.6|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|297.15|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0K8|ICOADS-302-RJF0K8-SST|-32.9|36.6|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|297.15|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0KS|ICOADS-302-RJF0KS-SST|-21.6|35.5|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|296.15|0|2|0|2|0|2
LAUST MAERSK|OVZV2|ICOADS-302-RJF0KT|ICOADS-302-RJF0KT-SST|-21.6|35.5|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|296.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0KU|ICOADS-302-RJF0KU-SST|-73.9|35.4|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|300.85|0|2|0|2|0|2
NOAA RONALD H. BROWN (AWS)|WTEC|ICOADS-302-RJF0KV|ICOADS-302-RJF0KV-SST|-73.9|35.4|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|300.85|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0L1|ICOADS-302-RJF0L1-SST|-73.8|35.3|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|300.55|2|2|0|2|0|2
NOAA RONALD H. BROWN (AWS)|WTEC|ICOADS-302-RJF0L2|ICOADS-302-RJF0L2-SST|-73.8|35.3|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|300.55|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0L7|ICOADS-302-RJF0L7-SST|-9.4|35.2|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|294.15|0|2|0|2|0|2
PELICAN OF LONDON|MWAQ|ICOADS-302-RJF0L8|ICOADS-302-RJF0L8-SST|-9.4|35.2|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|294.15|0|2|0|2|0|2
STAR JAPAN|LAZV5|ICOADS-302-RJF0LR|ICOADS-302-RJF0LR-SST|141.8|34.6|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|298.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0LS|ICOADS-302-RJF0LS-SST|141.8|34.6|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|298.15|0|2|0|2|0|2
SONNE|DBBE|ICOADS-302-RJF0MH|ICOADS-302-RJF0MH-SST|24.9|34.0|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|296.75|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF0MI|ICOADS-302-RJF0MI-SST|24.9|34.0|0.0|2020-11-01 01:00:00+00:00|2|8|95|5|296.75|0|2|0|2|0|2
